bug#	Dev#	Effort	Prof 1	Prof 2	Prof 3	Prof 4	Prof 5	Prof 6	Prof 7	Prof 8	Prof 9	Prof 10	Prof 11	Prof 12
50282	75	57.99	29.00	0.00	5.80	0.00	5.80	5.80	5.80	2.90	2.90	0.00	0.00	0.00
50303	50	52.92	26.46	0.00	5.29	0.00	5.29	5.29	5.29	2.65	2.65	0.00	0.00	0.00
50384	32	48.57	24.29	0.00	4.86	0.00	4.86	4.86	4.86	2.43	2.43	0.00	0.00	0.00
50416	57	49.84	24.92	0.00	4.98	0.00	4.98	4.98	4.98	2.49	2.49	0.00	0.00	0.00
50422	78	58.94	29.47	0.00	5.89	0.00	5.89	5.89	5.89	2.95	2.95	0.00	0.00	0.00
50452	15	52.58	26.29	0.00	5.26	0.00	5.26	5.26	5.26	2.63	2.63	0.00	0.00	0.00
50493	20	50.40	25.20	0.00	5.04	0.00	5.04	5.04	5.04	2.52	2.52	0.00	0.00	0.00
50549	20	56.99	28.50	0.00	5.70	0.00	5.70	5.70	5.70	2.85	2.85	0.00	0.00	0.00
50550	20	57.60	28.80	0.00	5.76	0.00	5.76	5.76	5.76	2.88	2.88	0.00	0.00	0.00
50551	20	68.10	34.05	0.00	6.81	0.00	6.81	6.81	6.81	3.41	3.41	0.00	0.00	0.00
50567	32	65.41	32.70	0.00	6.54	0.00	6.54	6.54	6.54	3.27	3.27	0.00	0.00	0.00
50569	3	73.47	36.73	0.00	7.35	0.00	7.35	7.35	7.35	3.67	3.67	0.00	0.00	0.00
50610	55	27.57	13.78	0.00	2.76	0.00	2.76	2.76	2.76	1.38	1.38	0.00	0.00	0.00
50628	3	29.62	14.81	0.00	2.96	0.00	2.96	2.96	2.96	1.48	1.48	0.00	0.00	0.00
50701	33	25.15	12.58	0.00	2.52	0.00	2.52	2.52	2.52	1.26	1.26	0.00	0.00	0.00
50724	75	49.69	24.84	0.00	4.97	0.00	4.97	4.97	4.97	2.48	2.48	0.00	0.00	0.00
50812	46	59.00	29.50	0.00	5.90	0.00	5.90	5.90	5.90	2.95	2.95	0.00	0.00	0.00
50839	75	48.54	24.27	0.00	4.85	0.00	4.85	4.85	4.85	2.43	2.43	0.00	0.00	0.00
50856	46	54.46	27.23	0.00	5.45	0.00	5.45	5.45	5.45	2.72	2.72	0.00	0.00	0.00
50879	46	60.40	30.20	0.00	6.04	0.00	6.04	6.04	6.04	3.02	3.02	0.00	0.00	0.00
50886	14	33.51	16.76	0.00	3.35	0.00	3.35	3.35	3.35	1.68	1.68	0.00	0.00	0.00
50986	23	55.22	27.61	0.00	5.52	0.00	5.52	5.52	5.52	2.76	2.76	0.00	0.00	0.00
50987	2	45.33	22.66	0.00	4.53	0.00	4.53	4.53	4.53	2.27	2.27	0.00	0.00	0.00
51007	15	23.55	11.78	0.00	2.36	0.00	2.36	2.36	2.36	1.18	1.18	0.00	0.00	0.00
51008	17	46.82	23.41	0.00	4.68	0.00	4.68	4.68	4.68	2.34	2.34	0.00	0.00	0.00
51052	46	54.26	27.13	0.00	5.43	0.00	5.43	5.43	5.43	2.71	2.71	0.00	0.00	0.00
51101	32	30.63	15.32	0.00	3.06	0.00	3.06	3.06	3.06	1.53	1.53	0.00	0.00	0.00
51146	57	44.32	22.16	0.00	4.43	0.00	4.43	4.43	4.43	2.22	2.22	0.00	0.00	0.00
51294	39	46.32	23.16	0.00	4.63	0.00	4.63	4.63	4.63	2.32	2.32	0.00	0.00	0.00
51295	3	39.35	19.67	0.00	3.93	0.00	3.93	3.93	3.93	1.97	1.97	0.00	0.00	0.00
51307	32	48.12	24.06	0.00	4.81	0.00	4.81	4.81	4.81	2.41	2.41	0.00	0.00	0.00
51393	32	15.85	7.93	0.00	1.59	0.00	1.59	1.59	1.59	0.79	0.79	0.00	0.00	0.00
51394	56	33.84	16.92	0.00	3.38	0.00	3.38	3.38	3.38	1.69	1.69	0.00	0.00	0.00
51401	30	2.01	1.01	0.00	0.20	0.00	0.20	0.20	0.20	0.10	0.10	0.00	0.00	0.00
51402	32	28.89	14.45	0.00	2.89	0.00	2.89	2.89	2.89	1.44	1.44	0.00	0.00	0.00
51417	46	38.91	19.45	0.00	3.89	0.00	3.89	3.89	3.89	1.95	1.95	0.00	0.00	0.00
51487	3	10.48	5.24	0.00	1.05	0.00	1.05	1.05	1.05	0.52	0.52	0.00	0.00	0.00
51495	8	34.05	17.03	0.00	3.41	0.00	3.41	3.41	3.41	1.70	1.70	0.00	0.00	0.00
51533	23	34.73	17.36	0.00	3.47	0.00	3.47	3.47	3.47	1.74	1.74	0.00	0.00	0.00
51546	33	33.73	16.86	0.00	3.37	0.00	3.37	3.37	3.37	1.69	1.69	0.00	0.00	0.00
51559	39	1.52	0.76	0.00	0.15	0.00	0.15	0.15	0.15	0.08	0.08	0.00	0.00	0.00
51560	23	2.74	1.37	0.00	0.27	0.00	0.27	0.27	0.27	0.14	0.14	0.00	0.00	0.00
51568	15	32.45	16.22	0.00	3.24	0.00	3.24	3.24	3.24	1.62	1.62	0.00	0.00	0.00
51579	32	6.74	3.37	0.00	0.67	0.00	0.67	0.67	0.67	0.34	0.34	0.00	0.00	0.00
51582	5	158.92	79.46	0.00	15.89	0.00	15.89	15.89	15.89	7.95	7.95	0.00	0.00	0.00
51593	1	2.07	1.03	0.00	0.21	0.00	0.21	0.21	0.21	0.10	0.10	0.00	0.00	0.00
51635	15	4.64	2.32	0.00	0.46	0.00	0.46	0.46	0.46	0.23	0.23	0.00	0.00	0.00
51644	13	1.47	0.73	0.00	0.15	0.00	0.15	0.15	0.15	0.07	0.07	0.00	0.00	0.00
51645	30	25.70	12.85	0.00	2.57	0.00	2.57	2.57	2.57	1.28	1.28	0.00	0.00	0.00
51690	20	38.39	19.19	0.00	3.84	0.00	3.84	3.84	3.84	1.92	1.92	0.00	0.00	0.00
51694	15	3.72	1.86	0.00	0.37	0.00	0.37	0.37	0.37	0.19	0.19	0.00	0.00	0.00
51696	15	3.73	1.87	0.00	0.37	0.00	0.37	0.37	0.37	0.19	0.19	0.00	0.00	0.00
51726	15	14.17	7.09	0.00	1.42	0.00	1.42	1.42	1.42	0.71	0.71	0.00	0.00	0.00
51777	76	5.63	2.81	0.00	0.56	0.00	0.56	0.56	0.56	0.28	0.28	0.00	0.00	0.00
51784	32	6.98	3.49	0.00	0.70	0.00	0.70	0.70	0.70	0.35	0.35	0.00	0.00	0.00
51787	15	22.81	11.41	0.00	2.28	0.00	2.28	2.28	2.28	1.14	1.14	0.00	0.00	0.00
51789	15	4.44	2.22	0.00	0.44	0.00	0.44	0.44	0.44	0.22	0.22	0.00	0.00	0.00
51820	32	581.60	290.80	0.00	58.16	0.00	58.16	58.16	58.16	29.08	29.08	0.00	0.00	0.00
51825	23	21.21	10.61	0.00	2.12	0.00	2.12	2.12	2.12	1.06	1.06	0.00	0.00	0.00
51831	30	1.11	0.56	0.00	0.11	0.00	0.11	0.11	0.11	0.06	0.06	0.00	0.00	0.00
51834	15	16.49	8.24	0.00	1.65	0.00	1.65	1.65	1.65	0.82	0.82	0.00	0.00	0.00
51883	59	21.02	10.51	0.00	2.10	0.00	2.10	2.10	2.10	1.05	1.05	0.00	0.00	0.00
51935	14	25.45	12.73	0.00	2.55	0.00	2.55	2.55	2.55	1.27	1.27	0.00	0.00	0.00
51937	7	16.31	8.15	0.00	1.63	0.00	1.63	1.63	1.63	0.82	0.82	0.00	0.00	0.00
51938	75	26.65	13.33	0.00	2.67	0.00	2.67	2.67	2.67	1.33	1.33	0.00	0.00	0.00
