bug#	Dev#	Effort	Prof 1	Prof 2	Prof 3	Prof 4	Prof 5	Prof 6	Prof 7	Prof 8	Prof 9	Prof 10	Prof 11	Prof 12
38844	32	32	11	0	2	0	2	2	2	0	0	0	0	11
38851	77	7	6	0	0	0	0	0	0	0	0	0	0	1
38900	32	22	10	0	2	0	2	2	2	0	0	0	0	5
38965	56	2	1	0	0	0	0	0	0	0	0	0	0	0
38966	56	21	9	0	2	0	2	2	2	0	0	0	0	6
38976	15	22	10	0	2	0	2	2	2	0	0	0	0	4
38980	15	22	8	0	2	0	2	2	2	0	0	0	0	8
39058	15	18	8	0	2	0	2	2	2	0	0	0	0	3
39128	33	19	8	0	2	0	2	2	2	0	0	0	0	5
39142	33	18	8	0	2	0	2	2	2	0	0	0	0	4
39144	33	18	8	0	2	0	2	2	2	0	0	0	0	4
39146	56	20	9	0	2	0	2	2	2	0	0	0	0	4
39147	56	17	8	0	2	0	2	2	2	0	0	0	0	4
39182	56	4	1	0	0	0	0	0	0	0	0	0	0	1
39208	14	46	15	0	3	0	3	3	3	2	2	0	0	15
39215	32	13	10	0	0	0	0	0	0	0	0	0	0	3
39261	14	4	3	0	0	0	0	0	0	0	0	0	0	0
39344	14	9	7	0	0	0	0	0	0	0	0	0	0	1
39370	23	12	10	0	0	0	0	0	0	0	0	0	0	2
39389	33	12	5	0	0	0	0	0	0	0	0	0	0	6
39390	56	12	8	0	0	0	0	0	0	0	0	0	0	3
39395	77	3	3	0	0	0	0	0	0	0	0	0	0	0
39397	14	2	1	0	0	0	0	0	0	0	0	0	0	0
39449	67	11	9	0	0	0	0	0	0	0	0	0	0	2
39483	16	3	1	0	0	0	0	0	0	0	0	0	0	1
39511	59	2	1	0	0	0	0	0	0	0	0	0	0	0
39643	67	8	3	0	0	0	0	0	0	0	0	0	0	5
39709	14	2	1	0	0	0	0	0	0	0	0	0	0	0
39713	32	1	0	0	0	0	0	0	0	0	0	0	0	0
39722	15	1	0	0	0	0	0	0	0	0	0	0	0	0
39765	32	1	0	0	0	0	0	0	0	0	0	0	0	0
39773	56	0	0	0	0	0	0	0	0	0	0	0	0	0
39774	56	0	0	0	0	0	0	0	0	0	0	0	0	0
39782	67	2	1	0	0	0	0	0	0	0	0	0	0	0
39797	54	1	0	0	0	0	0	0	0	0	0	0	0	1
39798	11	14	6	0	0	0	0	0	0	0	0	0	0	8
39814	14	3	1	0	0	0	0	0	0	0	0	0	0	1
39820	33	2	1	0	0	0	0	0	0	0	0	0	0	0
39821	16	2	1	0	0	0	0	0	0	0	0	0	0	1
39825	75	152	52	0	25	0	25	5	5	12	12	0	0	16
39940	56	0	0	0	0	0	0	0	0	0	0	0	0	0
39979	15	2	1	0	0	0	0	0	0	0	0	0	0	0
40024	75	212	122	0	14	0	4	4	4	22	22	0	0	20
40030	48	3	3	0	0	0	0	0	0	0	0	0	0	0
40044	32	6	5	0	0	0	0	0	0	0	0	0	0	0
40048	32	2	2	0	0	0	0	0	0	0	0	0	0	0
40122	14	6	5	0	0	0	0	0	0	0	0	0	0	0
40130	48	2	2	0	0	0	0	0	0	0	0	0	0	0
40158	28	6	4	0	0	0	0	0	0	0	0	0	0	1
40216	48	7	7	0	0	0	0	0	0	0	0	0	0	0
40303	11	7	7	0	0	0	0	0	0	0	0	0	0	0
